ax,ay,az,temp
0.31,-10.31,-5.82,31.23
-1.05,-11.7,-4.46,31.25
-1.55,-8.08,-5.94,31.23
-3.05,-6.74,-4.42,31.26
-1.92,-9.39,-4.77,31.27
0.34,-11.21,-4.69,31.23
0.18,-11.28,-3.93,31.22
-1.18,-8.58,-5.25,31.25
-3.14,-7.95,-4.61,31.26
-3.45,-8.52,-4.98,31.25
0.07,-10.43,-5.32,31.26
0.93,-11.42,-5.91,31.25
-2.94,-8.77,-5.33,31.24
-2.71,-7.37,-4.28,31.24
-1.96,-8.45,-3.16,31.26
-0.5,-9.78,-4.69,31.25
0.67,-10.0,-4.36,31.25
-2.0,-7.46,-2.94,31.22
-1.02,-6.54,-3.73,31.23
-0.82,-7.67,-2.11,31.24
0.31,-10.86,-1.06,31.21
-0.47,-10.47,-3.33,31.22
-3.08,-7.57,-2.66,31.26
-0.48,-6.46,-4.14,31.24
-0.63,-7.13,-1.52,31.24
-2.28,-9.49,-0.72,31.27
-0.2,-10.57,-2.85,31.2
-3.29,-8.67,-3.22,31.18
-1.94,-6.09,-3.38,31.22
1.71,-7.62,-2.45,31.25
-2.78,-10.32,-1.96,31.23
-1.56,-10.86,-3.68,31.27
-1.54,-8.4,-5.18,31.22
-3.59,-7.26,-3.64,31.26
-1.71,-7.57,-2.48,31.25
-1.08,-11.21,-2.2,31.24
-2.75,-7.16,-2.6,31.22
-3.18,-9.67,-2.74,31.22
-0.82,-11.6,-4.89,31.24
-2.1,-8.47,-5.4,31.23
-2.4,-6.21,-4.42,31.25
-2.11,-6.95,-2.1,31.23
-2.71,-10.52,-2.51,31.22
-0.71,-11.0,-4.8,31.24
-2.04,-9.11,-4.77,31.22
-1.52,-6.65,-4.09,31.26
-2.58,-7.41,-2.49,31.23
-2.47,-11.36,-2.63,31.23
0.0,-9.92,-5.13,31.23
-0.82,-8.52,-3.9,31.26
-2.78,-7.82,-4.02,31.19
-0.09,-6.97,-3.13,31.27
-0.5,-10.52,-2.34,31.27
-2.58,-10.75,-3.94,31.22
-0.41,-8.81,-4.37,31.24
-1.64,-6.62,-3.3,31.29
-3.32,-8.69,-3.93,31.25
-2.41,-11.23,-5.19,31.27
0.62,-11.13,-5.84,31.27
-0.98,-9.79,-5.83,31.3
-3.11,-6.96,-5.07,31.28
-1.74,-8.71,-3.0,31.29
-2.12,-10.8,-4.17,31.27
-0.05,-11.04,-4.6,31.27
-1.46,-9.3,-4.23,31.27
-0.88,-7.28,-3.29,31.25
-1.87,-7.87,-1.6,31.27
-4.02,-10.97,-2.74,31.25
-0.38,-11.27,-6.12,31.23
-1.41,-8.92,-4.87,31.21
-0.77,-6.65,-3.18,31.24
-1.66,-7.59,-2.55,31.27
-3.86,-9.82,-3.23,31.27
0.54,-10.44,-5.28,31.27
-1.81,-8.38,-4.41,31.29
-2.52,-6.97,-4.13,31.24
-1.39,-8.06,-2.65,31.23
-3.72,-10.69,-2.43,31.26
-3.44,-10.57,-4.36,31.28
-1.56,-7.74,-4.44,31.3
-1.46,-6.3,-2.8,31.24
-0.9,-7.24,-1.56,31.23
-1.55,-10.63,-1.16,31.24
-1.59,-11.21,-3.99,31.25
0.39,-7.57,-4.64,31.27
-1.55,-6.98,-4.15,31.24
-1.08,-7.92,-2.23,31.3
-0.44,-10.26,-1.37,31.23
-0.71,-11.48,-3.73,31.24
-0.7,-8.56,-4.63,31.26
-1.15,-6.08,-2.32,31.3
-0.84,-7.85,-2.41,31.27
-0.87,-10.04,-2.56,31.25
0.28,-11.35,-3.01,31.28
-2.2,-10.08,-4.63,31.25
-1.58,-8.81,-5.7,31.24
-2.49,-6.78,-4.76,31.21
-1.6,-8.05,-3.06,31.27
-2.12,-11.8,-3.45,31.28
-2.13,-10.66,-5.53,31.26
-1.11,-9.02,-5.68,31.24
-0.76,-6.57,-4.51,31.29
-1.89,-7.15,-1.64,31.26
-2.5,-11.37,-4.06,31.25
-1.21,-10.29,-5.49,31.2
-1.06,-7.08,-4.28,31.27
-1.68,-6.68,-3.73,31.26
-2.07,-7.8,-2.01,31.28
-0.74,-10.07,-2.34,31.22
-0.59,-10.55,-4.8,31.25
-2.64,-7.44,-3.92,31.27
-1.18,-6.82,-4.38,31.3
0.11,-6.92,-2.46,31.23
-1.44,-7.42,-4.1,31.26
-1.6,-6.62,-4.94,31.27
-2.73,-7.85,-3.11,31.23
-3.29,-10.2,-4.01,31.25
-0.25,-11.42,-4.7,31.29
-0.45,-9.11,-5.33,31.22
-1.25,-7.17,-4.27,31.25
-1.01,-7.36,-2.53,31.27
-2.85,-10.55,-3.39,31.28
-2.16,-11.69,-6.16,31.3
-0.99,-9.6,-5.63,31.29
-0.9,-7.19,-4.48,31.29
-2.28,-6.51,-2.91,31.31
-2.36,-10.78,-2.89,31.26
-0.48,-11.35,-6.08,31.25
-1.98,-8.76,-5.43,31.27
-2.02,-7.14,-5.19,31.25
-0.68,-7.52,-3.48,31.26
-2.69,-10.66,-2.69,31.24
-0.67,-10.13,-5.38,31.28
-1.26,-7.84,-5.17,31.23
-0.33,-7.0,-4.03,31.26
-0.96,-7.57,-1.55,31.22
-1.8,-10.41,-2.81,31.27
-0.94,-9.58,-5.34,31.29
-1.6,-7.67,-4.14,31.27
-0.95,-6.69,-3.27,31.28
-2.29,-7.57,-1.95,31.26
-0.74,-10.7,-2.25,31.27
-0.24,-9.95,-5.03,31.28
-2.03,-9.01,-4.85,31.27
-2.31,-6.98,-3.98,31.26
0.52,-6.19,-2.21,31.23
-0.58,-9.87,-1.58,31.27
-1.5,-11.31,-3.97,31.25
-0.81,-9.68,-4.93,31.22
-2.21,-7.01,-5.18,31.27
-2.09,-7.63,-3.7,31.25
-1.76,-10.74,-2.95,31.31
-0.99,-11.61,-3.87,31.27
-1.79,-9.37,-4.71,31.29
-1.75,-7.29,-2.67,31.28
-1.09,-7.6,-2.84,31.3
-0.89,-9.91,-2.19,31.24
-0.62,-12.81,-3.09,31.29
-1.86,-9.69,-5.14,31.28
-2.61,-8.27,-4.45,31.26
-0.94,-7.69,-4.24,31.25
1.03,-9.31,-2.62,31.26
-1.19,-12.42,-2.49,31.27
-1.14,-10.17,-3.72,31.27
-1.2,-6.73,-2.97,31.26
-2.68,-7.09,-1.7,31.24
0.57,-9.38,-1.53,31.27
0.57,-11.18,-3.01,31.27
-1.9,-9.37,-3.99,31.27
-1.97,-7.29,-3.16,31.28
0.5,-11.08,-4.33,31.25
-0.59,-8.8,-3.9,31.25
-2.39,-6.32,-3.03,31.27
0.66,-8.36,-3.45,31.25
-0.5,-10.33,-2.72,31.26
0.32,-11.49,-3.58,31.28
-1.45,-8.65,-5.07,31.29
-2.24,-6.62,-3.06,31.25
0.26,-7.74,-3.22,31.26
1.6,-10.81,-2.52,31.28
-0.47,-11.26,-3.09,31.26
-2.95,-8.17,-4.22,31.21
-1.64,-6.7,-3.4,31.25
-0.82,-8.48,-3.68,31.27
1.37,-10.81,-2.94,31.31
-0.83,-12.13,-4.54,31.31
-2.37,-8.8,-5.2,31.25
-2.29,-7.32,-3.9,31.24
-1.63,-9.35,-3.67,31.26
0.54,-10.95,-4.15,31.26
-0.65,-11.22,-4.69,31.27
-0.35,-9.5,-6.3,31.21
-4.04,-7.73,-5.4,31.29
-3.48,-9.55,-4.67,31.25
0.67,-10.5,-4.87,31.29
0.53,-9.9,-3.38,31.26
-2.2,-9.14,-4.29,31.24
-3.41,-8.13,-3.13,31.27
-1.97,-8.88,-3.74,31.24
-0.81,-11.06,-4.45,31.27
-0.78,-10.38,-4.79,31.23
-0.63,-8.77,-5.71,31.25
-3.1,-7.42,-4.55,31.23
-5.14,-9.38,-4.41,31.22
0.57,-11.46,-6.36,31.26
0.32,-12.39,-6.12,31.2
-3.15,-7.99,-4.85,31.28
-1.65,-6.17,-4.05,31.28
-2.6,-7.51,-3.58,31.22
-0.78,-7.69,-2.15,31.26
0.52,-10.3,-3.0,31.25
-0.13,-11.49,-3.16,31.22
0.67,-9.27,-5.02,31.27
-3.23,-7.38,-3.61,31.23
-2.71,-7.96,-2.98,31.29
1.07,-10.97,-4.37,31.21
0.07,-11.48,-3.87,31.26
-0.43,-9.61,-4.73,31.29
-2.29,-7.92,-4.35,31.24
-3.5,-8.4,-3.25,31.22
0.4,-9.78,-4.72,31.26
0.82,-10.73,-4.61,31.25
-1.88,-9.56,-5.83,31.24
-1.37,-8.21,-5.41,31.28
-4.58,-8.88,-3.73,31.26
-1.09,-10.36,-5.03,31.25
1.51,-10.91,-4.72,31.25
-0.18,-11.08,-4.62,31.26
-1.6,-10.4,-4.17,31.24
-1.25,-7.19,-3.93,31.26
-2.24,-6.58,-3.17,31.24
-4.3,-8.91,-2.21,31.24
-1.75,-11.28,-4.67,31.26
-1.51,-9.72,-4.21,31.26
-1.55,-6.85,-3.55,31.24
-1.66,-7.0,-3.31,31.23
-3.46,-8.43,-2.3,31.28
-2.72,-11.13,-4.7,31.24
0.06,-10.35,-5.85,31.28
-0.87,-7.95,-4.38,31.28
0.33,-6.93,-3.82,31.28
-1.3,-7.59,-2.93,31.26
-2.34,-10.56,-3.67,31.27
0.34,-10.47,-5.78,31.25
-1.73,-8.32,-3.95,31.26
-1.62,-6.68,-2.98,31.23
-0.97,-7.26,-2.97,31.29
-0.61,-11.58,-5.43,31.24
-1.01,-12.18,-4.65,31.24
-1.96,-8.75,-6.54,31.2
-2.55,-7.71,-5.15,31.26
-3.04,-8.68,-4.32,31.29
-1.6,-10.64,-5.25,31.26
-0.91,-10.82,-5.01,31.25
-0.89,-9.03,-5.28,31.27
-1.98,-6.97,-4.8,31.23
-4.09,-8.14,-2.0,31.26
-0.37,-11.43,-5.45,31.29
0.92,-11.04,-5.56,31.29
-1.64,-8.9,-4.62,31.25
-2.89,-6.72,-4.21,31.23
-3.32,-9.35,-3.25,31.27
-1.54,-11.3,-5.26,31.29
-1.75,-11.0,-5.16,31.27
-1.52,-8.51,-5.24,31.25
-1.93,-7.44,-4.46,31.27
-0.12,-10.98,-4.94,31.29
-0.42,-8.77,-4.89,31.25
-0.33,-7.85,-5.11,31.31
-1.63,-7.07,-3.27,31.28
-3.71,-9.69,-2.47,31.29
-2.28,-12.63,-5.99,31.24
-2.57,-9.76,-5.92,31.3
-1.11,-7.46,-5.06,31.3
-1.81,-6.98,-4.39,31.27
-3.82,-10.1,-3.87,31.28
-0.8,-10.82,-4.83,31.26
-2.01,-9.68,-5.64,31.25
-1.42,-6.53,-4.11,31.27
-1.0,-8.02,-3.71,31.25
-3.33,-11.1,-3.31,31.25
-2.64,-11.72,-5.12,31.26
-0.38,-9.02,-5.46,31.25
-0.49,-6.68,-5.47,31.29
-0.7,-6.86,-4.47,31.27
-1.09,-6.77,-2.52,31.28
-2.14,-8.45,-0.46,31.29
-0.17,-11.71,-3.74,31.24
-0.51,-9.91,-5.03,31.26
-2.89,-6.78,-2.98,31.28
-1.45,-7.46,-4.19,31.34
-1.93,-9.86,-2.78,31.28
-0.45,-11.42,-3.16,31.31
-2.12,-10.42,-3.72,31.28
-1.66,-6.16,-3.14,31.25
1.08,-6.2,-2.48,31.29
0.96,-9.56,-2.22,31.26
-0.61,-12.42,-2.83,31.28
-0.59,-9.73,-4.38,31.26
-1.45,-6.47,-3.37,31.31
0.25,-7.15,-3.24,31.28
1.61,-10.63,-3.3,31.28
-0.4,-12.73,-2.63,31.23
-0.42,-9.88,-5.46,31.33
-2.48,-7.07,-4.1,31.26
-1.31,-9.0,-4.3,31.27
0.44,-11.12,-3.54,31.27
-1.09,-12.27,-4.19,31.29
-0.19,-8.89,-5.64,31.24
-2.79,-7.55,-3.17,31.24
-1.75,-7.76,-4.56,31.26
2.33,-9.47,-3.64,31.28
0.2,-12.19,-3.56,31.28
-0.23,-9.56,-4.39,31.25
-1.21,-7.47,-3.14,31.27
-2.16,-8.59,-3.81,31.32
1.92,-10.83,-3.04,31.23
2.14,-12.08,-2.17,31.3
-0.13,-9.9,-3.42,31.28
-2.27,-7.67,-3.65,31.28
-0.91,-9.18,-3.08,31.26
0.41,-10.38,-3.79,31.29
0.88,-11.46,-3.98,31.27
-2.77,-8.43,-4.69,31.29
-3.86,-8.03,-4.65,31.24
-1.64,-7.84,-4.47,31.28
0.81,-10.37,-3.45,31.29
-0.95,-12.62,-2.42,31.25
-1.72,-7.39,-6.17,31.25
-0.74,-6.19,-5.26,31.24
-1.38,-10.51,-4.36,31.31
-0.61,-10.51,-4.69,31.28
-0.66,-8.77,-2.61,31.28
-1.45,-10.09,-4.4,31.28
-4.47,-9.05,-3.5,31.3
-0.6,-7.01,-2.54,31.28
0.77,-8.76,-3.29,31.28
-3.23,-9.56,-4.01,31.27
-1.31,-8.46,-4.17,31.25
-3.96,-8.51,-3.34,31.24
-0.0,-0.0,-0.0,36.53
-0.17,-8.37,-4.32,31.27
0.15,-9.21,-1.08,31.25
-0.36,-12.15,-1.62,31.27
-1.34,-10.08,-6.06,31.3
0.78,-5.97,-4.39,31.24
-2.01,-7.29,-1.38,31.24
1.81,-9.36,-1.94,31.32
-0.69,-14.03,-4.09,31.29
-0.73,-10.39,-6.38,31.3
-1.18,-7.81,-4.26,31.27
-0.68,-7.1,-3.37,31.29
0.39,-8.83,-3.3,31.31
0.74,-11.0,-3.3,31.25
-0.94,-10.66,-4.57,31.31
-3.76,-7.78,-4.59,31.24
-2.91,-7.65,-2.55,31.24
-0.58,-9.51,-3.62,31.26
0.81,-10.65,-2.88,31.28
-0.91,-7.51,-3.78,31.26
-2.6,-7.75,-3.05,31.28
0.48,-9.28,-2.6,31.26
0.04,-11.4,-3.54,31.27
-1.52,-10.08,-3.86,31.28
-3.62,-7.0,-5.6,31.33
-1.2,-8.03,-4.68,31.28
-1.06,-10.13,-4.89,31.3
0.57,-8.21,-2.55,31.3
-0.78,-8.29,-4.0,31.33
-2.99,-9.19,-3.71,31.32
-2.66,-9.82,-5.05,31.3
-1.15,-9.68,-4.29,31.28
0.39,-8.72,-4.08,31.24
-2.17,-9.37,-3.62,31.3
-1.41,-9.15,-3.21,31.24
-2.17,-9.35,-3.82,31.26
-2.34,-9.25,-4.53,31.27
0.41,-8.34,-3.97,31.32
1.81,-9.16,-3.85,31.25
-1.41,-9.51,-3.67,31.24
-1.33,-9.47,-4.71,31.27
-5.08,-8.09,-4.45,31.24
-2.6,-11.88,-4.04,31.29
-1.65,-12.16,-6.12,31.25
-1.64,-5.66,-4.39,31.27
-4.16,-6.96,-3.05,31.26
-4.54,-10.12,-3.4,31.29
0.08,-10.81,-4.81,31.25
-1.12,-8.44,-3.55,31.24
-2.33,-6.66,-3.17,31.28
0.61,-5.48,-2.72,31.29
-1.47,-7.86,-1.8,31.27
-2.01,-9.98,-2.83,31.27
0.62,-10.0,-5.33,31.28
-1.91,-6.54,-3.82,31.25
-0.4,-5.41,-1.82,31.26
-1.04,-8.8,-2.06,31.24
-0.67,-6.53,-3.55,31.29
-1.87,-7.87,-1.75,31.28
0.65,-8.97,-1.94,31.27
-0.45,-12.31,-2.4,31.21
-2.84,-10.4,-4.7,31.29
-1.43,-7.52,-3.51,31.24
-1.04,-7.51,-2.53,31.27
-0.99,-9.43,-2.59,31.28
-1.11,-12.28,-3.6,31.3
-2.44,-10.66,-5.15,31.27
-3.74,-7.0,-4.68,31.25
-2.79,-7.75,-3.54,31.27
0.26,-10.34,-4.18,31.25
0.2,-11.84,-3.57,31.3
-1.69,-10.23,-4.21,31.23
-3.38,-8.3,-4.17,31.28
-1.99,-7.69,-4.09,31.27
0.82,-9.1,-4.08,31.29
-0.55,-12.09,-2.83,31.25
0.95,-11.77,-3.62,31.22
-1.1,-12.06,-2.6,31.25
-0.95,-10.98,-4.92,31.19
-2.73,-7.03,-4.26,31.28
-1.3,-6.9,-3.0,31.27
1.02,-7.91,-3.71,31.3
-1.13,-11.45,-2.66,31.24
-0.15,-10.64,-4.56,31.24
-3.19,-7.44,-3.27,31.28
-1.64,-7.38,-2.14,31.25
2.04,-9.76,-2.73,31.27
-1.56,-11.82,-3.5,31.27
-0.84,-10.81,-4.67,31.26
-0.98,-7.93,-4.59,31.29
-1.98,-7.53,-3.59,31.27
1.07,-8.26,-3.02,31.28
-1.64,-12.56,-2.41,31.26
-1.5,-9.82,-4.59,31.27
-3.23,-7.38,-3.01,31.26
-1.43,-6.7,-2.31,31.28
0.63,-9.35,-2.66,31.27
-1.66,-12.01,-2.88,31.27
0.07,-9.89,-3.2,31.29
-0.85,-6.79,-2.74,31.27
-1.58,-7.26,-2.72,31.28
0.76,-9.21,-3.61,31.26
0.3,-12.25,-1.77,31.29
-0.31,-10.47,-3.94,31.24
-3.29,-7.22,-3.08,31.22
-1.24,-7.03,-3.49,31.27
1.18,-9.54,-3.05,31.29
-0.8,-11.15,-1.76,31.32
-0.38,-8.28,-2.05,31.26
-1.72,-7.2,-2.78,31.3
-3.03,-7.45,-3.94,31.29
0.06,-7.32,-3.43,31.27
0.15,-8.65,-2.74,31.28
-2.88,-11.15,-2.26,31.24
-1.05,-8.4,-4.49,31.25
-0.27,-6.54,-3.95,31.29
-1.68,-7.86,-2.26,31.27
-2.5,-11.73,-2.32,31.29
-1.72,-10.99,-5.89,31.28
-2.12,-7.93,-6.88,31.24
-0.35,-6.93,-2.84,31.28
-2.04,-8.96,-3.97,31.27
-2.68,-8.44,-3.95,31.25
-1.05,-10.01,-4.38,31.26
-2.53,-10.23,-3.88,31.29
1.18,-7.09,-4.43,31.27
-1.35,-7.79,-4.58,31.27
-4.55,-11.25,-2.71,31.24
0.41,-10.9,-5.71,31.28
-1.39,-9.07,-6.1,31.29
-2.74,-8.85,-5.15,31.28
-2.56,-8.18,-3.94,31.31
-2.09,-9.39,-3.88,31.32
-0.22,-10.33,-4.01,31.3
-0.74,-9.77,-4.67,31.24
-1.04,-7.66,-4.81,31.3
-3.57,-9.34,-1.68,31.26
-1.44,-10.79,-3.2,31.29
-0.14,-10.02,-6.23,31.29
-1.42,-10.54,-6.49,31.28
-0.98,-8.07,-5.53,31.24
-4.06,-8.55,-1.19,31.27
0.52,-10.05,-4.07,31.29
2.47,-11.3,-4.23,31.24
-3.21,-11.1,-5.94,31.27
-2.8,-7.69,-5.3,31.25
-1.0,-7.95,-4.77,31.26
1.57,-9.0,-2.74,31.29
0.46,-11.66,-2.8,31.28
-0.85,-9.85,-4.8,31.3
-4.64,-8.38,-3.3,31.28
0.26,-8.32,-4.51,31.29
2.02,-10.25,-2.76,31.29
-2.26,-12.16,-2.98,31.25
-1.64,-9.94,-3.43,31.28
-1.91,-6.68,-2.94,31.28
-0.45,-7.18,-1.61,31.21
1.53,-9.31,-3.4,31.29
-0.41,-10.88,-2.83,31.24
-1.13,-12.22,-1.9,31.28
-0.94,-7.69,-4.06,31.29
-1.54,-4.9,-1.91,31.27
-1.36,-7.36,-0.62,31.24
-0.45,-8.45,-1.76,31.29
-1.64,-11.1,-4.05,31.27
-1.11,-8.59,-5.08,31.28
-1.63,-7.8,-5.82,31.25
-4.34,-9.28,-2.67,31.29
-2.68,-11.31,-3.12,31.24
-1.17,-10.5,-5.39,31.31
-3.89,-9.05,-5.23,31.26
-0.18,-8.09,-4.89,31.26
-1.27,-8.03,-3.57,31.24
-4.7,-10.71,-3.53,31.27
-0.16,-11.53,-4.29,31.27
-0.81,-8.57,-5.4,31.28
-3.98,-6.99,-5.7,31.26
-2.51,-9.01,-3.42,31.29
-0.59,-12.49,-7.62,31.32
1.32,-10.75,-6.22,31.27
-2.21,-8.06,-4.12,31.26
-1.52,-9.63,-4.08,31.28
-0.15,-8.59,-2.32,31.27
0.04,-11.0,-5.63,31.32
0.17,-11.14,-5.1,31.31
-3.85,-9.08,-3.51,31.3
-3.19,-6.25,-2.72,31.2
1.72,-7.8,-3.6,31.27
2.82,-9.87,-3.59,31.27
-2.25,-10.13,-1.75,31.29
-4.32,-10.91,-2.66,31.24
-0.27,-6.05,-3.82,31.29
2.53,-7.55,-0.58,31.27
-1.22,-10.47,-3.37,31.27
-3.14,-12.78,-2.98,31.29
-1.19,-7.73,-5.42,31.29
-0.99,-6.49,-3.49,31.29
-0.66,-7.04,-2.48,31.24
-2.16,-11.89,-2.28,31.29
-2.58,-11.01,-3.55,31.28
0.3,-6.87,-4.32,31.3
-0.01,-7.31,-2.08,31.26
-3.08,-8.35,-1.85,31.31
-1.88,-11.26,-5.2,31.27
0.32,-10.02,-5.98,31.27
-1.65,-6.76,-3.87,31.3
-4.47,-8.01,-0.97,31.23
-1.84,-11.44,-4.1,31.29
-0.43,-9.17,-6.87,31.31
-2.23,-10.41,-3.35,31.29
-0.36,-8.46,-4.7,31.27
-2.59,-9.02,-2.97,31.27
-2.68,-10.05,-4.87,31.28
2.5,-11.08,-4.81,31.26
-2.5,-10.72,-3.44,31.26
-3.27,-7.52,-3.0,31.28
-0.58,-7.8,-6.76,31.28
0.04,-6.33,-5.14,31.28
-0.88,-7.88,-2.95,31.28
-3.57,-12.25,-2.8,31.3
-0.97,-10.96,-4.71,31.3
-2.6,-7.78,-5.85,31.31
-2.82,-6.69,-5.8,31.26
0.44,-10.05,-5.48,31.28
0.8,-10.84,-3.25,31.27
-2.87,-11.55,-4.56,31.26
-1.89,-9.53,-6.51,31.25
-2.64,-8.41,-3.38,31.28
-1.24,-8.13,-2.34,31.3
-1.13,-10.84,-4.61,31.29
-0.28,-12.12,-4.42,31.34
1.91,-7.13,-4.35,31.28
-3.93,-8.22,-1.91,31.24
-0.37,-9.94,-4.46,31.28
2.53,-9.91,-4.62,31.25
-3.11,-10.52,-5.53,31.31
-2.33,-9.7,-0.45,31.28
0.25,-6.7,-0.2,31.26
0.28,-8.55,-3.65,31.28
-1.6,-10.06,-4.84,31.31
-2.21,-11.61,-2.62,31.27
-2.09,-6.38,-2.55,31.27
0.04,-7.32,-4.26,31.27
1.53,-8.27,-4.14,31.28
-2.57,-10.26,-0.58,31.27
-4.82,-10.31,-3.27,31.24
0.37,-7.04,-5.26,31.25
1.44,-6.51,-4.03,31.28
-4.42,-8.78,-2.99,31.27
-2.45,-11.77,-3.59,31.28
2.24,-8.64,-4.83,31.23
-5.33,-9.07,-1.94,31.3
-2.42,-8.65,-6.17,31.28
1.23,-9.26,-4.47,31.26
-1.27,-10.39,-1.57,31.26
-0.4,-8.38,-2.08,31.28
-2.9,-12.16,-2.04,31.3
0.56,-7.84,-4.91,31.28
-1.5,-7.08,-3.07,31.27
-3.86,-9.2,-1.14,31.29
-1.62,-9.67,-3.68,31.3
-0.49,-10.01,-4.59,31.32
-0.92,-9.74,-6.61,31.29
-1.12,-8.5,-3.74,31.26
-3.83,-10.33,-2.17,31.26
-1.76,-9.03,-6.88,31.3
0.42,-11.43,-4.07,31.26
-1.75,-10.32,-5.8,31.29
-2.7,-8.15,-5.43,31.28
-2.62,-8.54,-4.06,31.25
1.99,-8.0,-3.14,31.32
0.83,-9.4,-1.76,31.32
-3.65,-10.04,-6.17,31.28
-0.51,-9.59,-4.34,31.25
-4.55,-10.19,0.42,31.28
-2.82,-8.14,-4.53,31.29
1.55,-9.51,-5.04,31.28
-1.58,-9.37,-2.47,31.23
-0.07,-7.66,-2.5,31.32
-0.23,-8.89,-2.02,31.26
-2.06,-7.1,-3.99,31.28
-3.35,-9.4,-2.57,31.28
-0.68,-9.53,-3.05,31.29
-0.68,-6.74,-4.46,31.27
-2.79,-8.64,-3.29,31.3
-2.05,-9.7,-5.57,31.33
-0.8,-9.89,-3.71,31.25
-1.17,-10.19,-1.69,31.29
-3.35,-9.77,-6.83,31.27
0.36,-7.56,-6.99,31.25
-0.72,-8.92,-2.43,31.26
-1.78,-10.14,-1.51,31.22
-1.59,-12.34,-3.88,31.28
-2.2,-9.67,-7.34,31.31
-1.38,-7.23,-5.74,31.28
-3.58,-8.58,-1.49,31.22
1.87,-10.41,-3.99,31.31
0.53,-10.79,-4.01,31.3
-2.7,-7.26,-3.07,31.27
-4.08,-8.62,-3.0,31.26
2.54,-7.42,-2.88,31.31
2.2,-8.13,-1.52,31.29
-4.76,-9.83,-1.97,31.26
-1.67,-10.08,-2.96,31.28
0.74,-6.57,-3.45,31.25
-1.25,-7.36,-1.83,31.31
-1.84,-10.05,-2.26,31.29
-1.2,-9.62,-2.54,31.27
-0.75,-9.0,-3.24,31.29
-0.46,-6.24,-5.94,31.29
0.99,-7.93,-3.01,31.33
-4.34,-11.03,-1.38,31.29
-0.25,-7.29,-2.09,31.28
-0.95,-11.17,-2.42,31.32
-2.35,-9.7,-4.94,31.29
-0.56,-8.62,-4.89,31.33
-4.02,-7.68,-2.94,31.29
0.21,-8.77,-4.98,31.27
-1.0,-10.02,-4.64,31.27
-1.54,-10.16,-4.14,31.27
-1.98,-12.61,-3.73,31.27
-1.1,-6.23,-5.59,31.31
-2.58,-8.54,-3.48,31.27
-1.63,-10.3,-1.64,31.3
1.34,-11.01,-3.81,31.32
-3.1,-8.66,-3.4,31.3
-2.83,-8.22,-4.62,31.24
-0.2,-9.57,-4.02,31.3
0.32,-8.7,-4.89,31.3
-1.64,-10.18,-2.64,31.27
-2.78,-11.16,-3.78,31.3
-2.1,-10.88,-1.57,31.26
-2.47,-10.71,-3.45,31.26
-0.71,-7.04,-3.82,31.27
-1.11,-7.41,-1.71,31.27
-3.46,-8.42,-4.2,31.29
-2.5,-12.92,-2.64,31.3
1.54,-7.64,-5.53,31.31
-2.71,-7.67,-5.87,31.27
-2.89,-7.14,-2.23,31.27
-0.88,-10.65,-4.07,31.27
-0.3,-9.53,-3.61,31.25
-2.9,-9.12,-4.01,31.3
-1.27,-9.12,-5.39,31.24
-1.12,-8.14,-3.78,31.23
-3.06,-9.86,-3.56,31.26
1.34,-10.97,-4.88,31.28
0.74,-9.92,-5.85,31.29
-2.24,-7.43,-3.71,31.24
-4.02,-8.45,-3.41,31.26
1.66,-8.52,-2.23,31.28
-2.27,-9.41,-2.95,31.24
-2.3,-10.3,-4.06,31.27
-1.1,-7.98,-5.22,31.26
-2.44,-6.61,-4.29,31.27
-1.64,-8.44,-2.47,31.25
-1.84,-11.11,-4.03,31.28
-1.06,-9.88,-4.02,31.3
-3.39,-9.04,-5.76,31.28
-0.83,-7.18,-6.24,31.28
-1.73,-9.88,-2.47,31.24
-2.43,-10.33,-4.29,31.27
-0.26,-11.02,-4.85,31.28
-0.51,-8.59,-5.46,31.22
-2.01,-8.09,-4.32,31.29
-2.67,-9.61,-3.1,31.3
1.36,-9.78,-5.05,31.28
-0.45,-10.47,-3.11,31.28
-3.33,-10.15,-4.17,31.24
-1.16,-7.37,-6.05,31.26
0.75,-8.77,-2.5,31.27
-0.13,-11.3,-3.29,31.27
-1.45,-10.35,-3.36,31.27
-1.93,-9.5,-4.29,31.27
-1.67,-6.96,-4.25,31.3
1.23,-8.09,-3.66,31.27
1.06,-9.22,-2.57,31.26
-1.52,-11.04,-1.5,31.28
-2.44,-8.34,-4.2,31.3
-1.53,-7.05,-3.47,31.24
1.39,-7.32,-1.75,31.27
-1.8,-9.28,-2.29,31.26
-1.34,-11.18,-3.97,31.27
-0.48,-7.81,-3.68,31.24
-2.34,-6.68,-2.12,31.27
-1.87,-7.92,-2.73,31.27
-1.6,-10.63,-4.81,31.28
-2.1,-9.24,-3.52,31.28
-2.02,-9.27,-5.26,31.3
0.81,-10.9,-4.96,31.23
-1.61,-8.13,-4.48,31.29
-3.18,-7.4,-4.68,31.34
-2.56,-10.13,-3.38,31.27
-0.03,-10.27,-4.93,31.27
-1.32,-10.82,-4.48,31.24
-1.88,-8.66,-5.31,31.31
-1.75,-7.86,-5.04,31.27
-1.77,-9.94,-2.79,31.3
0.46,-10.05,-4.84,31.26
-0.34,-10.86,-4.28,31.28
-1.15,-8.28,-4.5,31.28
-4.05,-8.83,-3.47,31.3
0.14,-9.24,-3.68,31.27
