ax,ay,az,temp
-0.42,-9.5,-3.85,31.96
-1.38,-7.49,-5.52,32.01
-0.09,-9.38,-2.73,31.96
0.7,-10.96,-0.38,31.99
0.41,-12.49,-1.16,31.96
-1.4,-8.42,-5.98,31.96
-1.28,-7.69,-5.89,32.0
0.23,-8.54,-4.2,31.94
-0.37,-11.33,-1.88,31.97
-0.62,-11.89,-2.18,31.95
-0.78,-9.31,-5.65,32.01
-2.89,-8.94,-3.24,31.96
-1.28,-10.34,-3.72,31.97
-1.13,-10.83,-2.1,31.93
-0.35,-10.3,-2.83,31.96
-1.09,-7.78,-6.27,31.97
-3.69,-8.34,-4.55,32.0
-1.67,-10.69,-3.14,32.0
0.25,-11.2,-1.75,31.98
-1.04,-9.15,-3.15,31.96
-0.58,-6.75,-6.0,31.97
-2.75,-7.23,-4.49,32.01
-2.86,-10.2,-2.73,31.98
-1.47,-11.45,-2.35,31.94
-2.86,-8.71,-3.05,31.96
-1.4,-7.17,-5.67,31.9
-3.28,-7.18,-4.72,31.97
-2.01,-10.25,-1.37,31.97
-0.49,-11.66,-1.92,32.02
-1.66,-8.8,-3.32,31.99
-1.11,-6.55,-5.42,31.95
-0.62,-7.05,-4.59,31.97
-0.06,-10.72,-0.84,31.94
0.6,-11.63,-1.71,31.99
-0.04,-8.66,-4.7,31.95
-0.79,-6.78,-5.23,31.98
0.17,-8.08,-3.82,32.0
0.9,-10.91,-0.71,31.96
0.28,-11.96,-1.16,31.92
-0.66,-9.8,-4.92,31.95
-1.2,-7.32,-5.32,31.95
0.31,-8.79,-3.65,31.98
0.5,-11.54,-1.16,31.97
0.19,-12.13,-1.33,31.95
0.07,-9.79,-4.92,31.98
-1.93,-7.26,-5.34,32.0
-0.32,-9.28,-4.18,31.96
0.54,-11.49,-1.52,31.96
-0.14,-12.18,-1.97,31.96
-0.46,-10.3,-5.87,32.02
-2.74,-7.3,-6.33,32.01
-2.5,-8.81,-4.24,31.99
-1.12,-11.69,-1.96,31.94
-1.12,-12.29,-1.78,31.98
-1.52,-8.75,-5.64,31.97
-1.76,-7.24,-7.13,31.97
-3.62,-8.52,-3.79,31.94
-1.57,-11.44,-1.81,31.99
-1.59,-10.71,-2.24,32.0
-0.48,-8.55,-5.14,31.97
-3.05,-5.76,-6.65,31.95
-3.04,-8.21,-2.81,31.96
-0.7,-12.12,-1.99,31.97
-1.47,-10.59,-1.65,31.97
-1.91,-7.58,-5.01,32.01
-0.86,-6.24,-6.86,31.97
-2.79,-7.54,-3.09,31.97
-0.76,-11.31,-1.29,31.99
-0.03,-11.73,-2.35,31.97
-1.12,-5.71,-5.92,31.96
-1.72,-7.77,-2.85,31.96
-0.49,-11.32,0.04,31.96
-0.82,-10.76,-2.54,31.95
-0.69,-7.65,-4.74,31.95
-0.66,-6.3,-5.32,31.97
-0.73,-8.49,-2.0,31.95
0.09,-12.49,-0.39,31.96
0.3,-11.56,-2.03,31.99
-0.6,-8.51,-5.34,31.93
-0.33,-6.85,-5.09,31.97
0.57,-9.52,-2.53,31.95
0.81,-12.85,-0.07,31.94
-0.07,-11.41,-2.79,31.99
0.09,-7.75,-7.17,31.94
-2.55,-7.08,-5.1,31.93
-1.07,-9.79,-3.3,31.93
0.81,-12.69,-1.64,31.97
-1.06,-11.14,-3.19,31.98
-0.79,-6.31,-5.45,31.98
-0.4,-7.73,-3.67,31.96
-0.79,-11.41,-0.07,31.94
-0.5,-11.47,-1.71,32.0
-0.65,-9.05,-4.56,31.98
-0.65,-7.07,-6.12,31.97
-0.59,-7.45,-3.28,31.93
0.06,-11.48,0.14,31.98
-0.27,-13.16,-0.84,31.96
-0.25,-8.02,-4.83,31.94
-1.21,-7.69,-5.98,31.97
-0.5,-7.32,-4.39,31.97
0.61,-11.18,-1.1,31.98
1.0,-12.63,-0.13,31.96
0.06,-10.81,-2.92,31.98
-1.17,-8.54,-6.43,31.96
-2.44,-8.78,-4.42,31.96
-0.5,-10.46,-3.24,31.96
-0.22,-11.65,-1.94,31.97
-3.09,-7.3,-6.24,31.94
-3.63,-8.05,-4.3,31.95
-0.52,-11.31,-2.61,31.98
-0.48,-12.14,-2.03,31.92
-1.76,-9.43,-3.43,31.95
-1.95,-7.51,-7.24,31.97
-3.73,-7.61,-5.11,31.93
-2.4,-10.25,-2.7,31.92
-0.87,-10.69,-2.14,31.94
-1.86,-8.9,-4.25,31.93
-2.19,-5.86,-6.65,31.96
-3.17,-7.68,-5.17,31.93
-1.98,-10.52,-0.94,31.96
-0.62,-11.15,-1.74,31.95
-2.01,-8.65,-4.13,31.97
-0.98,-5.66,-6.57,31.91
-1.98,-7.69,-4.17,31.94
-1.14,-11.22,-0.19,31.94
-0.13,-11.18,-1.88,31.92
-2.34,-10.78,-3.16,31.95
-0.99,-10.81,-1.12,31.93
-1.31,-9.61,-3.21,31.96
-1.61,-6.97,-6.51,31.95
-2.7,-5.66,-6.18,31.94
-2.49,-9.72,-2.6,31.99
-0.85,-11.0,-1.88,31.92
-0.91,-9.42,-3.05,31.97
-1.86,-6.78,-5.99,31.96
-2.43,-6.03,-5.72,31.94
-2.16,-10.71,-1.83,31.93
-0.11,-11.3,-1.8,31.94
-0.55,-9.96,-3.09,31.96
-1.23,-6.22,-5.34,31.95
-0.89,-6.33,-5.2,31.92
-1.1,-10.15,-1.02,31.92
0.17,-12.33,-1.47,31.93
-0.34,-8.93,-3.04,31.96
-1.48,-6.63,-5.26,31.96
-0.4,-7.6,-3.88,31.97
-0.28,-8.12,-3.41,31.94
-0.23,-12.38,-0.0,31.98
-0.48,-11.7,-1.98,31.94
-0.32,-9.44,-5.23,31.99
-0.63,-7.34,-5.09,31.95
0.67,-8.71,-4.05,31.95
-0.19,-11.72,-0.04,31.97
0.29,-12.34,-2.02,31.94
-1.26,-9.42,-5.19,31.92
-2.05,-7.3,-6.14,31.96
-0.96,-8.46,-4.02,31.97
0.59,-11.83,-0.81,31.99
-0.44,-12.33,-1.23,31.98
-1.1,-8.34,-5.09,31.93
-2.53,-7.47,-6.06,31.92
0.06,-9.48,-3.81,31.93
-0.38,-10.96,-1.6,31.94
1.15,-12.15,-2.14,31.74
-0.04,-11.11,-1.25,31.76
-1.76,-10.3,-1.55,31.74
-2.3,-7.04,-7.41,31.78
-3.77,-6.52,-6.29,31.79
0.72,-10.98,-3.32,31.74
-0.64,-12.02,-0.29,31.78
-1.66,-9.43,-3.17,31.77
-2.23,-4.75,-9.68,31.78
-2.44,-6.9,-5.95,31.75
0.14,-11.81,-2.52,31.78
-0.77,-12.21,0.73,31.73
-0.62,-10.77,-2.12,31.76
-0.79,-5.25,-7.47,31.77
-3.44,-6.65,-6.12,31.83
-0.46,-11.82,-2.83,31.75
-0.78,-11.11,-0.16,31.76
-0.68,-12.73,-0.81,31.74
-1.74,-7.69,-4.64,31.74
-3.49,-5.95,-6.2,31.74
-1.19,-8.79,-0.56,31.76
-1.93,-7.89,-2.84,31.77
-1.23,-6.76,-6.54,31.74
-2.51,-8.94,-4.51,31.74
0.68,-11.6,-3.24,31.74
0.43,-9.6,-2.18,31.77
-3.67,-9.49,-2.83,31.76
-3.03,-5.34,-7.53,31.77
-1.1,-8.99,-7.76,31.75
0.18,-9.96,-2.28,31.78
-1.66,-10.19,-0.37,31.75
-2.23,-10.24,-3.24,31.81
-2.28,-5.12,-7.44,31.73
-3.1,-7.87,-5.98,31.72
0.87,-11.94,-2.33,31.75
-1.48,-11.04,-0.24,31.77
-2.49,-8.99,-2.33,31.77
-2.65,-4.52,-8.54,31.77
-3.76,-7.97,-5.3,31.79
-0.48,-9.73,-1.11,31.78
0.82,-6.92,-4.57,31.78
-2.3,-5.49,-6.32,31.78
-1.69,-10.78,-2.27,31.78
-0.66,-12.54,-1.93,31.72
-1.26,-9.8,-1.16,31.77
-1.12,-6.76,-5.27,31.79
-3.65,-4.55,-7.09,31.78
-2.26,-10.09,-1.81,31.73
-1.47,-12.13,-2.32,31.79
-2.92,-10.08,-1.91,31.76
-0.4,-6.33,-5.22,31.79
-1.5,-5.59,-6.34,31.75
-1.21,-12.39,-1.81,31.74
-0.86,-11.9,-1.3,31.8
0.24,-10.09,-1.22,31.77
0.04,-5.92,-7.09,31.73
-3.33,-3.85,-7.08,31.76
-2.76,-10.82,-2.89,31.76
-2.29,-7.26,-7.18,31.76
-1.23,-6.69,-5.78,31.75
0.1,-10.81,-3.9,31.74
-1.51,-13.17,-0.48,31.75
-1.19,-11.51,-3.62,31.73
-1.36,-8.99,-6.99,31.75
-1.0,-5.89,-7.36,31.79
-0.71,-10.53,-4.68,31.75
0.18,-12.83,-1.26,31.75
-0.04,-10.46,-2.72,31.77
-2.16,-8.05,-7.73,31.78
-0.12,-6.65,-6.27,31.74
0.23,-10.29,-3.58,31.74
-1.06,-12.39,-1.19,31.77
-0.56,-11.11,-2.16,31.77
-3.97,-7.19,-6.54,31.73
-2.35,-8.05,-4.84,31.75
-0.2,-10.96,-2.91,31.73
-0.93,-11.14,-0.65,31.73
-2.38,-11.35,-2.87,31.76
-3.7,-6.11,-8.26,31.77
-2.02,-8.02,-5.1,31.8
-0.26,-10.61,-2.84,31.76
-0.48,-11.23,0.35,31.77
-2.44,-9.34,-4.38,31.76
-2.93,-6.52,-6.36,31.78
-0.91,-10.47,-3.07,31.72
0.57,-10.13,-1.34,31.75
-2.43,-12.41,-0.94,31.75
-2.33,-8.82,-3.39,31.75
-3.03,-7.44,-5.97,31.74
-1.45,-8.84,-5.02,31.73
0.51,-11.16,-2.17,31.78
-1.83,-11.78,-0.4,31.71
-1.81,-9.69,-3.19,31.75
-3.28,-6.87,-7.76,31.74
-3.05,-8.31,-4.71,31.72
0.11,-9.98,-2.89,31.77
-2.4,-11.16,-0.59,31.75
0.37,-11.0,-1.11,31.77
-1.0,-8.32,-2.27,31.77
-1.57,-5.55,-6.0,31.76
-3.9,-6.42,-4.13,31.76
0.5,-11.7,-0.53,31.8
0.18,-11.85,-0.06,31.76
-3.34,-7.21,-1.93,31.77
-1.91,-7.65,-5.44,31.74
-2.42,-7.57,-3.58,31.77
-0.93,-11.2,-0.12,31.76
-1.34,-12.32,-1.78,31.76
-2.62,-9.07,-0.72,31.77
-1.97,-6.71,-4.71,31.77
-2.39,-5.87,-6.89,31.8
-1.53,-8.98,-2.66,31.8
0.41,-12.15,-1.37,31.74
-0.52,-10.37,-1.95,31.75
-0.51,-6.47,-5.04,31.75
-1.27,-10.58,-0.77,31.76
0.01,-13.06,0.41,31.74
-0.45,-10.46,-3.96,31.7
-1.75,-5.13,-5.51,31.78
-0.31,-7.07,-6.75,31.74
0.41,-11.37,-1.0,31.76
0.45,-12.46,0.57,31.75
-1.05,-9.4,-2.86,31.75
-0.78,-7.46,-4.83,31.77
0.73,-6.07,-6.74,31.8
1.24,-9.81,-0.32,31.74
1.1,-13.53,1.2,31.74
-2.34,-10.24,-2.8,31.74
-1.85,-7.02,-4.91,31.76
2.83,-8.18,-5.95,31.77
0.45,-9.69,0.14,31.78
-3.04,-11.91,2.04,31.75
-0.5,-10.67,-3.71,31.78
1.13,-7.52,-6.51,31.74
0.28,-6.34,-4.83,31.73
-2.43,-10.75,-1.41,31.81
-1.59,-10.37,-2.13,31.76
-0.89,-6.39,-4.9,31.77
-1.58,-6.37,-5.68,31.79
-2.01,-9.79,-0.32,31.73
0.74,-13.5,0.38,31.74
-0.48,-10.34,-3.36,31.76
-1.16,-6.11,-4.35,31.75
1.15,-6.71,-4.41,31.72
0.34,-10.66,-1.42,31.74
-0.37,-12.55,-0.7,31.74
0.6,-10.77,-4.21,31.78
0.55,-6.73,-4.98,31.72
0.46,-7.9,-5.33,31.75
0.16,-9.63,-1.51,31.75
0.13,-12.4,-0.49,31.73
-0.68,-10.47,-3.61,31.75
-1.19,-6.17,-3.25,31.77
0.87,-7.65,-4.6,31.74
-1.35,-7.08,-6.54,31.79
-2.86,-9.18,-5.99,31.75
-0.94,-8.55,-2.25,31.73
0.52,-12.03,-2.35,31.75
-1.77,-10.94,-2.75,31.75
-3.15,-6.7,-6.95,31.73
-3.5,-9.23,-5.48,31.75
0.41,-8.2,-4.42,31.77
-1.57,-12.46,-2.4,31.74
-2.83,-8.92,-2.53,31.79
-0.41,-7.9,-7.54,31.74
-4.97,-8.47,-5.31,31.76
-1.45,-9.68,-2.78,31.72
-0.87,-11.35,-3.19,31.77
-0.63,-10.11,-3.35,31.75
-1.4,-6.93,-7.57,31.74
-4.89,-7.0,-4.54,31.76
-0.28,-11.69,-3.02,31.79
-0.82,-10.63,-2.8,31.78
-3.26,-8.83,-3.1,31.73
-2.26,-7.03,-7.63,31.75
-4.1,-7.14,-5.04,31.74
-0.18,-10.94,-2.99,31.73
-0.72,-11.64,-1.48,31.73
-1.8,-9.36,-3.35,31.71
-1.02,-6.7,-7.62,31.72
-3.57,-8.21,-3.47,31.72
-0.95,-11.57,-1.84,31.76
-1.0,-9.37,-1.63,31.72
-3.2,-8.89,-3.8,31.76
-1.04,-6.15,-6.51,31.78
-3.27,-8.66,-3.85,31.76
-1.74,-10.11,-1.32,31.74
0.08,-10.57,-2.44,31.72
-1.6,-9.49,-2.8,31.75
-1.66,-5.43,-6.45,31.77
-3.69,-7.26,-4.68,31.73
-2.41,-11.59,-1.13,31.78
-1.22,-10.1,-2.01,31.78
-1.39,-8.01,-4.85,31.75
-1.18,-7.1,-5.66,31.76
-4.12,-7.82,-3.8,31.74
-1.98,-11.54,-1.56,31.76
-0.13,-10.99,-2.84,31.77
-2.21,-8.84,-3.71,31.74
-1.28,-5.84,-6.26,31.79
-1.64,-9.2,-4.43,31.8
-3.35,-9.91,-3.15,31.75
-1.47,-10.73,-2.74,31.73
0.67,-11.04,-2.23,31.78
-1.32,-6.75,-6.28,31.75
-4.37,-5.47,-7.12,31.77
-0.43,-10.82,-4.07,31.8
-0.17,-11.36,-1.1,31.77
-2.65,-9.16,-2.5,31.74
-1.59,-6.67,-6.56,31.72
-2.79,-6.57,-6.41,31.75
0.57,-11.6,-2.32,31.76
-1.27,-10.26,-2.58,31.76
-2.68,-8.86,-6.74,31.76
-1.85,-6.0,-7.23,31.76
-3.93,-9.49,-2.35,31.76
-0.98,-11.6,-1.72,31.77
-1.42,-11.63,-2.7,31.73
-1.93,-7.72,-4.94,31.73
-1.76,-5.16,-7.25,31.74
-3.91,-10.43,-2.78,31.77
-0.82,-11.13,-1.33,31.77
-1.55,-10.48,-3.13,31.73
-0.9,-6.63,-5.85,31.75
-2.28,-6.37,-6.86,31.77
-3.35,-9.66,-2.9,31.77
-1.0,-12.35,-1.39,31.74
-2.05,-9.7,-1.82,31.72
-2.54,-6.76,-5.97,31.74
-3.59,-5.79,-6.9,31.73
-0.53,-7.18,-3.33,31.76
-0.41,-7.02,-4.1,31.74
-0.79,-7.65,-2.86,31.75
0.61,-11.81,0.22,31.76
0.5,-12.74,-2.48,31.76
-1.64,-9.07,-4.65,31.72
-0.29,-7.13,-5.21,31.79
0.37,-8.27,-3.57,31.71
0.23,-11.81,-0.32,31.77
0.53,-12.48,-3.26,31.74
-0.67,-8.6,-4.72,31.75
0.39,-5.91,-5.76,31.73
0.64,-7.39,-4.2,31.72
-0.91,-11.16,0.61,31.72
-1.35,-11.3,-1.64,31.74
0.45,-8.07,-4.68,31.79
1.62,-7.24,-5.04,31.77
0.5,-8.48,-2.15,31.74
-0.09,-13.36,0.07,31.74
-0.37,-10.16,-3.41,31.74
-2.23,-9.9,-4.19,31.72
-2.57,-11.12,-2.37,31.73
-2.73,-8.16,-5.32,31.75
-3.3,-7.15,-7.23,31.76
-3.64,-7.88,-4.47,31.73
-1.09,-10.74,-1.4,31.73
-0.87,-11.15,-1.89,31.77
-1.91,-8.4,-4.69,31.74
-3.73,-5.7,-7.59,31.72
-2.53,-9.51,-3.85,31.71
-1.64,-11.6,-0.81,31.76
-2.41,-10.24,-1.23,31.75
-1.81,-8.25,-4.92,31.72
-2.8,-7.12,-6.08,31.77
-3.88,-9.45,-3.27,31.72
-1.36,-11.25,-1.76,31.74
-0.78,-11.47,-0.66,31.72
-1.84,-8.02,-4.29,31.74
0.45,-12.24,-1.45,31.73
-0.92,-9.55,-2.39,31.73
-2.48,-8.06,-5.91,31.73
-3.28,-6.06,-6.2,31.73
-3.04,-9.63,-1.61,31.76
-0.3,-12.28,-3.11,31.74
-0.5,-9.22,-1.87,31.77
-1.68,-6.31,-4.21,31.74
-1.84,-5.73,-6.28,31.72
-2.92,-9.88,-1.64,31.74
0.44,-12.26,-1.36,31.76
-0.66,-10.27,-1.36,31.75
-1.75,-7.08,-4.41,31.7
-3.92,-5.3,-6.58,31.74
-2.29,-10.32,-2.5,31.78
1.21,-11.37,-1.41,31.74
-2.26,-9.27,-0.25,31.77
-0.24,-6.7,-4.15,31.72
-1.99,-5.7,-4.67,31.71
-1.61,-10.39,-1.26,31.79
-2.71,-7.41,-5.81,31.78
0.59,-10.22,-4.43,31.73
0.97,-12.11,-2.09,31.72
-2.53,-11.47,-2.55,31.77
-1.75,-7.83,-7.53,31.76
-0.11,-8.07,-6.03,31.74
0.56,-9.63,-4.47,31.76
0.36,-9.35,-1.13,31.73
-0.55,-12.87,-2.0,31.73
-0.47,-9.51,-4.26,31.74
-2.67,-7.59,-6.44,31.71
-1.16,-7.3,-4.34,31.76
0.24,-9.35,-1.11,31.76
-1.7,-12.21,-1.16,31.72
-2.47,-9.49,-3.79,31.74
-1.92,-8.98,-6.03,31.76
0.1,-6.73,-3.69,31.77
0.39,-11.08,-1.59,31.76
-1.98,-12.05,0.25,31.78
-1.29,-10.51,-3.9,31.74
-3.65,-8.58,-3.81,31.74
-2.29,-5.74,-5.31,31.76
-0.93,-8.32,-4.89,31.76
-1.38,-10.58,0.22,31.73
-0.89,-12.17,-1.66,31.69
-1.36,-9.76,-3.8,31.72
-1.15,-5.82,-5.15,31.72
0.8,-7.38,-4.66,31.71
-0.44,-10.95,-0.73,31.72
-0.48,-12.33,-1.1,31.72
-0.84,-9.11,-4.65,31.74
0.76,-6.39,-7.3,31.74
-0.67,-8.0,-3.73,31.74
-3.12,-11.37,-0.09,31.75
-1.27,-13.75,-2.71,31.72
-1.58,-8.71,-5.4,31.73
-1.62,-6.22,-5.76,31.74
-0.2,-8.87,-4.2,31.75
-1.84,-9.59,-6.1,31.75
-0.4,-6.87,-6.05,31.74
1.32,-7.99,-7.04,31.77
-0.13,-8.99,-1.49,31.71
-0.57,-13.36,-0.27,31.72
-0.87,-9.91,-3.09,31.73
-1.83,-6.94,-5.98,31.74
-0.63,-7.4,-5.45,31.74
-0.64,-10.02,-0.9,31.76
-0.64,-12.84,-0.38,31.73
-1.38,-9.54,-5.1,31.74
-1.27,-7.64,-4.47,31.77
-0.72,-7.25,-4.74,31.72
0.11,-9.81,-1.38,31.73
-0.02,-13.21,-0.68,31.74
-1.57,-10.12,-4.04,31.73
-1.18,-7.97,-5.32,31.74
0.16,-6.73,-5.47,31.76
0.17,-9.88,-1.71,31.73
-1.02,-10.68,-1.41,31.73
0.53,-11.19,-0.53,31.69
-1.2,-9.27,-2.48,31.77
-1.28,-5.03,-6.85,31.73
-3.03,-6.0,-5.58,31.7
-1.29,-11.26,-1.35,31.76
-0.28,-10.61,-0.73,31.72
-1.81,-8.45,-1.92,31.71
-2.17,-4.79,-6.16,31.72
-3.63,-6.46,-4.19,31.72
-0.77,-11.24,-1.53,31.75
0.31,-11.43,-0.49,31.73
-0.79,-9.35,-2.27,31.76
-1.39,-5.36,-5.85,31.72
-1.95,-7.46,-4.32,31.76
0.14,-11.85,-1.42,31.72
-0.89,-10.8,-1.5,31.74
-2.72,-8.35,-2.3,31.74
1.04,-5.69,-6.27,31.69
-2.64,-7.86,-5.21,31.76
-0.27,-11.53,-2.74,31.69
-1.03,-9.85,-0.73,31.75
-3.33,-8.17,-2.66,31.74
-2.34,-6.72,-7.9,31.74
-1.98,-6.53,-4.92,31.74
-0.02,-12.73,-3.2,31.79
-1.39,-9.01,-1.57,31.69
-3.53,-9.3,-3.0,31.72
-2.14,-6.22,-5.44,31.73
-2.68,-9.5,-4.2,31.75
-2.24,-11.44,-1.15,31.78
-0.32,-11.06,-1.17,31.74
-0.3,-9.34,-3.45,31.73
-0.95,-5.48,-7.02,31.76
-4.14,-9.14,-4.32,31.68
-0.81,-11.97,-2.03,31.72
0.93,-12.17,-1.66,31.72
-1.41,-9.0,-2.3,31.75
-2.49,-12.18,-0.43,31.78
-1.17,-9.52,-3.46,31.72
-1.44,-6.93,-5.22,31.75
0.13,-8.0,-4.67,31.78
-0.38,-6.64,-3.1,31.71
-0.27,-14.04,-0.2,31.73
-2.66,-11.08,-2.05,31.74
-0.85,-8.62,-3.79,31.75
-0.17,-7.43,-5.23,31.7
0.37,-7.27,-2.98,31.77
0.28,-13.85,-1.32,31.77
0.35,-12.04,-2.21,31.73
0.82,-9.13,-2.54,31.72
0.12,-6.18,-6.27,31.71
0.09,-8.01,-3.03,31.68
0.23,-11.64,-0.34,31.75
0.27,-12.85,-2.37,31.74
-0.23,-7.98,-4.48,31.75
0.08,-6.99,-6.26,31.75
-3.43,-10.29,-2.22,31.74
-3.79,-6.32,-8.11,31.72
-4.54,-7.02,-6.6,31.73
-1.26,-10.85,-2.84,31.76
-2.01,-11.23,-1.0,31.74
-3.25,-10.19,-2.45,31.71
-3.52,-6.7,-6.56,31.76
-3.23,-6.93,-6.65,31.7
0.23,-11.22,-3.99,31.75
-1.17,-10.61,-2.09,31.72
-2.15,-9.64,-3.56,31.74
-2.05,-5.93,-6.16,31.71
-3.47,-7.57,-5.37,31.77
-0.72,-10.67,-3.26,31.74
1.21,-10.69,-2.11,31.74
-1.81,-9.71,-1.71,31.74
-2.99,-6.04,-6.68,31.76
-4.07,-6.4,-4.68,31.74
-1.19,-11.66,-3.37,31.71
-1.44,-10.5,-0.93,31.76
-2.31,-10.05,-2.47,31.72
-1.95,-5.67,-7.29,31.79
-2.54,-7.23,-5.64,31.68
-0.28,-12.76,-2.09,31.76
-0.35,-9.39,0.02,31.73
-0.99,-9.59,-3.14,31.73
-3.36,-5.42,-6.09,31.75
-3.79,-6.94,-5.21,31.75
0.51,-11.9,-3.31,31.73
0.16,-10.29,-1.23,31.73
-2.12,-9.25,-1.86,31.78
-0.78,-6.06,-7.95,31.74
-3.38,-7.69,-4.72,31.75
-0.58,-10.49,-1.05,31.73
-0.6,-12.67,-2.03,31.72
-1.39,-8.19,-3.53,31.72
-0.58,-5.13,-7.99,31.72
-1.37,-9.04,-4.75,31.69
-2.4,-11.27,-1.47,31.71
-1.17,-11.86,-1.99,31.73
-1.2,-8.06,-4.98,31.72
0.44,-4.87,-7.1,31.75
-2.93,-8.49,-4.95,31.76
-0.65,-11.02,-0.94,31.78
0.13,-12.31,-2.67,31.73
-3.52,-6.38,-2.49,31.73
-1.39,-5.21,-7.17,31.75
-1.65,-7.97,-2.96,31.72
-1.15,-12.64,0.89,31.71
0.85,-12.01,-1.47,31.74
-0.34,-8.28,-4.63,31.78
-0.33,-6.05,-7.49,31.73
-1.84,-8.35,-2.22,31.77
-1.08,-11.66,-0.59,31.74
-0.67,-12.88,-2.17,31.73
-1.54,-7.17,-2.23,31.75
-0.41,-5.25,-7.33,31.72
-1.75,-6.86,-3.38,31.75
-0.01,-9.95,-1.6,31.71
-1.41,-6.19,-5.26,31.74
-2.85,-5.18,-4.81,31.73
-1.69,-10.29,-2.98,31.74
-2.0,-10.86,-0.67,31.72
-2.64,-9.52,-2.1,31.74
0.13,-7.31,-4.65,31.76
-0.55,-6.03,-6.9,31.72
-3.42,-9.78,-1.24,31.73
-0.42,-12.38,-1.45,31.75
-0.11,-10.45,-2.37,31.71
-0.49,-6.12,-4.42,31.73
-0.98,-5.26,-5.85,31.71
-0.54,-9.87,-1.36,31.7
-0.71,-12.89,-1.0,31.71
-0.32,-9.07,-2.26,31.78
0.16,-7.11,-4.53,31.74
-0.39,-5.71,-4.3,31.74
-1.58,-10.15,-2.55,31.72
0.76,-13.63,-1.46,31.74
0.29,-10.25,-2.56,31.74
1.01,-8.06,-3.52,31.76
0.1,-5.69,-5.09,31.72
-2.26,-7.91,-3.56,31.75
0.16,-12.08,-1.36,31.74
1.32,-11.07,-2.37,31.72
-2.22,-7.31,-2.38,31.72
-0.97,-5.47,-6.02,31.74
-3.17,-7.1,-3.08,31.7
0.08,-12.25,-1.04,31.74
0.68,-12.27,-3.02,31.7
-1.64,-7.39,-2.34,31.74
-0.1,-5.66,-7.01,31.75
-1.35,-8.04,-4.01,31.73
-0.18,-12.96,-0.42,31.73
-0.78,-11.75,-2.26,31.73
-0.42,-7.99,-3.45,31.75
-0.64,-4.38,-6.0,31.74
-0.18,-12.32,0.19,31.77
-2.71,-10.51,-1.37,31.74
-2.02,-9.96,-2.3,31.74
-1.35,-5.39,-6.24,31.69
-2.21,-4.9,-6.4,31.74
-2.66,-10.4,-0.34,31.74
-1.83,-12.05,-0.77,31.78
-1.71,-9.84,-2.21,31.71
-1.74,-5.02,-5.28,31.71
-1.48,-5.84,-4.44,31.78
-1.64,-11.58,-1.04,31.72
-2.44,-12.05,-1.0,31.72
0.15,-9.4,-4.65,31.72
0.04,-6.46,-4.86,31.74
-1.53,-6.01,-4.18,31.72
0.02,-11.02,-0.98,31.73
1.43,-12.62,-1.96,31.74
-1.34,-8.52,-2.53,31.76
-0.95,-7.31,-5.28,31.76
-2.0,-11.29,-0.56,31.76
-0.1,-12.5,-1.81,31.71
-1.54,-7.23,-2.54,31.72
0.08,-6.05,-7.21,31.75
-0.88,-7.1,-2.68,31.75
0.6,-12.22,0.25,31.74
-0.25,-12.66,-1.72,31.71
-0.01,-8.12,-3.15,31.73
0.77,-4.86,-6.23,31.74
-1.72,-8.36,-2.19,31.7
-1.81,-11.9,-0.12,31.74
1.11,-12.62,-1.88,31.71
1.61,-7.65,-4.14,31.75
-0.28,-4.67,-4.94,31.75
-1.66,-7.18,-2.22,31.77
-0.74,-12.62,0.49,31.75
0.88,-12.0,-0.61,31.75
1.09,-7.23,-4.83,31.76
1.66,-5.17,-5.1,31.76
-2.93,-8.39,-1.61,31.77
-2.33,-11.46,-1.28,31.76
1.23,-12.22,-1.86,31.76
-2.9,-7.66,-2.45,31.75
-3.22,-6.91,-4.09,31.74
-2.61,-6.33,-5.67,31.74
-1.56,-10.66,-1.66,31.73
-0.4,-10.92,-1.12,31.7
-1.7,-8.64,-2.17,31.74
-2.01,-7.21,-5.53,31.72
-3.44,-5.59,-5.88,31.75
-1.36,-10.62,-1.93,31.75
1.62,-11.7,-1.99,31.73
-2.97,-8.86,-0.5,31.75
-0.38,-5.54,-5.47,31.75
-3.08,-6.5,-5.67,31.77
-2.94,-9.12,0.33,31.73
1.18,-12.68,-2.83,31.71
-1.78,-9.88,-2.27,31.77
-3.22,-7.07,-5.66,31.76
-3.69,-6.61,-6.8,31.74
0.4,-8.95,-4.09,31.73
0.95,-12.4,-0.68,31.76
-2.34,-11.23,-2.79,31.72
-3.55,-6.87,-5.89,31.74
-4.09,-6.96,-5.88,31.77
-0.76,-9.41,-2.99,31.77
-1.84,-10.54,-0.63,31.75
-2.68,-11.44,-1.01,31.75
-0.28,-6.65,-6.72,31.75
-4.22,-6.92,-6.41,31.79
-1.62,-9.08,-2.86,31.74
-0.98,-11.19,-0.6,31.72
-3.03,-11.52,-0.57,31.73
-2.49,-7.15,-5.79,31.74
-4.11,-7.21,-6.37,31.74
-1.53,-10.23,-3.5,31.74
0.04,-10.75,-0.91,31.71
-1.03,-11.39,-1.2,31.79
-0.62,-11.31,-0.69,31.77
-1.06,-9.52,-3.67,31.74
-2.73,-7.55,-3.02,31.78
-1.06,-5.11,-6.92,31.72
-1.33,-9.92,-3.47,31.73
-1.36,-11.4,-0.05,31.74
-0.87,-11.88,-2.62,31.73
